405,78,19,82,1
471,93,23,82,1
208,95,10,83,1
402,90,19,83,1
438,80,23,83,1
529,80,24,83,1
549,88,25,83,1
223,98,10,84,1
255,96,7,84,1
288,90,22,84,1
400,82,19,84,1
465,90,23,84,1
132,94,7,85,1
133,90,10,85,1
484,84,23,85,1
528,95,24,85,1
546,85,25,85,1
211,93,10,86,1
326,94,22,86,1
409,78,19,86,1
461,98,23,86,1
517,95,24,86,1
202,96,10,87,1
349,94,22,87,1
367,83,18,87,1
435,86,19,87,1
459,93,23,87,1
118,94,7,88,1
189,87,17,88,1
231,94,10,88,1
283,95,9,88,1
397,86,19,88,1
241,97,10,89,1
361,94,22,89,1
433,87,19,89,1
479,90,23,89,1
497,85,25,89,1
50,75,19,90,1
494,85,24,90,1
543,85,25,90,1
557,90,23,90,1
593,94,22,90,1
227,97,10,91,1
393,79,19,91,1
452,91,23,91,1
540,85,25,91,1
567,93,22,91,1
375,80,17,92,1
417,80,23,92,1
520,90,24,92,1
565,91,22,92,1
578,86,25,92,1
75,85,9,93,1
212,86,17,93,1
218,96,10,93,1
329,93,22,93,1
392,82,19,93,1
179,88,19,94,1
198,95,18,94,1
311,100,9,94,1
359,92,22,94,1
448,97,23,94,1
71,85,17,95,1
237,94,10,95,1
377,89,22,95,1
390,90,19,95,1
467,88,23,95,1
262,95,10,96,1
268,95,9,96,1
275,96,18,96,1
285,79,19,96,1
327,95,22,96,1
289,100,9,97,1
307,94,18,97,1
321,88,7,97,1
378,88,22,97,1
403,96,10,97,1
183,86,7,98,1
251,86,18,98,1
260,96,10,98,1
297,93,22,98,1
384,79,19,98,1
217,96,10,99,1
264,82,18,99,1
343,92,22,99,1
430,84,19,99,1
483,83,23,99,1
112,82,17,100,1
490,97,23,100,1
527,90,24,100,1
570,91,22,100,1
571,85,25,100,1
185,92,7,101,1
224,78,19,101,1
225,95,10,101,1
305,80,18,101,1
464,96,23,101,1
261,82,19,102,1
491,96,23,102,1
500,88,25,102,1
524,95,24,102,1
568,95,22,102,1
182,89,7,103,1
407,81,19,103,1
422,82,18,103,1
455,96,23,103,1
514,85,25,103,1
177,82,19,104,1
314,86,18,104,1
353,87,22,104,1
481,92,23,104,1
574,85,25,104,1
245,77,18,105,1
266,94,10,105,1
362,92,22,105,1
475,94,23,105,1
518,95,24,105,1
243,93,10,106,1
265,88,7,106,1
389,85,18,106,1
480,96,23,106,1
511,86,25,106,1
174,82,19,107,1
234,98,10,107,1
355,91,22,107,1
419,90,23,107,1
535,85,25,107,1
121,76,18,108,1
247,94,10,108,1
258,85,9,108,1
344,93,22,108,1
381,83,17,108,1
200,75,19,109,1
246,95,10,109,1
279,80,22,109,1
466,91,23,109,1
495,95,24,109,1
256,95,10,110,1
341,91,22,110,1
370,96,18,110,1
445,98,23,110,1
525,80,24,110,1
365,85,19,111,1
449,93,23,111,1
553,84,25,111,1
566,93,22,111,1
586,90,24,111,1
181,87,7,112,1
249,93,10,112,1
342,93,22,112,1
371,81,18,112,1
426,83,19,112,1
199,94,10,113,1
253,78,19,113,1
424,85,23,113,1
508,90,25,113,1
531,80,24,113,1
382,82,17,114,1
406,83,19,114,1
469,89,23,114,1
552,88,25,114,1
564,92,22,114,1
214,98,10,115,1
271,79,19,115,1
273,95,9,115,1
312,94,18,115,1
420,92,23,115,1
222,95,10,116,1
320,94,7,116,1
380,90,17,116,1
418,85,23,116,1
510,86,25,116,1
219,84,17,117,1
274,94,10,117,1
410,82,19,117,1
447,87,23,117,1
504,90,24,117,1
204,96,10,118,1
295,83,22,118,1
369,87,18,118,1
388,78,19,118,1
441,91,23,118,1
158,95,18,119,1
190,85,17,119,1
317,95,7,119,1
357,89,22,119,1
499,95,24,119,1
42,88,9,120,1
119,80,18,120,1
122,92,7,120,1
134,93,10,120,1
493,89,23,120,1
615,77,19,121,1
647,88,18,121,1
699,95,9,121,1
702,97,10,121,1
734,82,23,121,1
610,86,7,122,1
614,90,9,122,1
620,84,19,122,1
677,87,18,122,1
732,93,23,122,1
644,81,17,123,1
674,78,19,123,1
692,94,10,123,1
725,85,23,123,1
750,85,24,123,1
624,88,7,124,1
661,94,19,124,1
719,98,9,124,1
740,78,23,124,1
752,90,24,124,1
605,90,7,125,1
640,82,17,125,1
671,87,19,125,1
679,92,10,125,1
742,81,23,125,1
611,92,7,126,1
642,82,19,126,1
690,98,10,126,1
701,98,9,126,1
738,82,23,126,1
618,85,7,127,1
639,88,17,127,1
654,77,19,127,1
712,96,10,127,1
741,80,23,127,1
597,84,7,128,1
602,85,9,128,1
653,93,19,128,1
672,83,17,128,1
688,95,10,128,1
621,87,7,129,1
626,85,19,129,1
627,84,17,129,1
704,90,9,129,1
739,84,23,129,1
616,95,9,130,1
658,85,18,130,1
663,72,19,130,1
686,93,10,130,1
730,81,23,130,1
600,90,7,131,1
619,88,18,131,1
664,88,19,131,1
709,93,10,131,1
727,88,23,131,1
612,85,9,132,1
635,91,19,132,1
705,96,10,132,1
729,82,23,132,1
744,80,24,132,1
608,88,7,133,1
650,84,17,133,1
669,68,19,133,1
683,84,18,133,1
731,83,23,133,1
629,80,7,134,1
667,87,19,134,1
670,81,18,134,1
710,97,10,134,1
711,92,9,134,1
607,82,7,135,1
660,83,19,135,1
717,85,9,135,1
733,78,23,135,1
747,75,24,135,1
595,95,9,136,1
637,86,18,136,1
638,86,7,136,1
662,77,19,136,1
718,93,10,136,1
665,86,19,137,1
716,95,10,137,1
722,89,23,137,1
748,90,24,137,1
754,77,22,137,1
622,94,18,138,1
634,84,7,138,1
659,81,19,138,1
715,95,10,138,1
728,85,23,138,1
603,95,9,139,1
636,95,7,139,1
655,78,19,139,1
706,95,10,139,1
726,87,23,139,1
606,89,7,140,1
628,90,18,140,1
648,80,17,140,1
666,92,19,140,1
698,96,10,140,1
598,85,9,141,1
623,78,19,141,1
645,79,17,141,1
687,95,10,141,1
736,91,23,141,1
599,92,9,142,1
609,93,7,142,1
656,81,19,142,1
675,79,17,142,1
723,92,23,142,1
613,85,7,143,1
630,85,17,143,1
668,86,19,143,1
713,94,10,143,1
714,85,9,143,1
604,93,7,144,1
652,82,19,144,1
693,98,9,144,1
743,89,23,144,1
746,90,24,144,1
646,90,19,145,1
697,95,9,145,1
703,93,10,145,1
737,76,23,145,1
751,90,24,145,1
596,83,7,146,1
617,82,18,146,1
633,91,19,146,1
708,95,10,146,1
720,78,23,146,1
641,89,19,147,1
691,96,10,147,1
724,92,23,147,1
749,90,24,147,1
753,84,22,147,1
601,87,7,148,1
625,89,17,148,1
651,86,19,148,1
700,94,10,148,1
735,93,23,148,1
657,78,19,149,1
673,80,18,149,1
721,82,23,149,1
745,90,24,149,1
755,80,22,149,1
631,82,19,150,1
632,85,7,150,1
643,86,18,150,1
649,83,17,150,1
689,93,10,150,1
